Title,Author,Lector,Book_Score,Number_of_ratings_book,Lector_Score,Number_of_ratings_lector,Duration,Original_Category,Format,Language,Publication_Date,Volume_Info,Gender,Category
Moc przyciągania bogactwa,Joseph Murphy,Jarosław Łukomski,4.6,288.0,4.9,280.0,1.27,"Rozwój osobisty, Psychologia, Literatura faktu, Ekonomia i biznes",Audiobook,Polski,2022-08-19,Nie dotyczy,M,rozwój osobisty
Ulubieńcy bogów umierają młodo,Sławomir Koper,Konrad Biel,4.5,28.0,4.0,28.0,9.4,"Biografie, Autobiografie, Biografie artystów, Literatura faktu, Muzyka i filmy",Audiobook,Polski,2023-09-13,Nie dotyczy,M,biografie
Markiza de Pompadour. Nałożnica Ludwika XV i nieformalna władczyni Francji,Stanisław Ryś,Aleksander Bromberek,4.6,30.0,4.9,28.0,1.33,"Biografie, Biografie polityczne i społeczne, Biografie monarchów",Audiobook,Polski,2024-02-22,Tom 5 - Prostytucja. Niezwykła historia,M,biografie
Rotmistrz Pilecki,Adam Cyra,Sławomir Holland,4.7,29.0,4.6,28.0,17.9,"Biografie, Biografie polityczne i społeczne, Biografie religijne i filozoficzne, Literatura faktu, Ekonomia i biznes",Audiobook,Polski,2018-03-27,Nie dotyczy,M,biografie
Sekrety największych zamachów XX wieku,Paweł Szlachetko,Krzysztof Baranowski,4.4,29.0,4.5,28.0,8.03,"Biografie, Biografie polityczne i społeczne, Literatura faktu, True Crime",Audiobook,Polski,2023-11-20,Tom 3 - Największe,M,biografie
Kubuś i przyjaciele. Rozfikana przyjaźń,Thea Feldman,Marek Ciunel,4.9,29.0,4.9,28.0,13.0,"Dla dzieci, Dla dzieci w wieku 3+",Audiobook,Polski,2023-11-20,Opowiadanki ze Stuwiekowego Lasu,M,dla dzieci
Barbie - Tajne agentki,Mattel,Weronika Łukaszewska,4.5,32.0,4.9,28.0,18.0,"Dla dzieci, Dla dzieci w wieku 3+, Książki przygodowe dla dzieci",Audiobook,Polski,2021-12-20,Barbie,F,dla dzieci
Pidżamersi - Kotboy i zmniejszacz,eOne,Adrian Kowarzyk,4.5,30.0,4.7,28.0,7.0,"Dla dzieci, Dla dzieci w wieku 3+, Książki przygodowe dla dzieci, Zabawa dla dzieci, Książki o miłości i przyjaźni dla dzieci",Audiobook,Polski,2022-03-03,Pidżamersi,M,dla dzieci
Franek Błyskawica. Jak wychować rodzeństwo i nie zwariować,Agnieszka Śladkowska,Gabriela Jaskuła,4.5,27.0,4.6,28.0,1.42,"Dla dzieci, Dla dzieci w wieku 6+, Dla dzieci w wieku 9+",Audiobook,Polski,2022-06-29,Nie dotyczy,F,dla dzieci
20 000 mil podmorskiej żeglugi,Jules Verne,Maciej Stuhr,4.4,30.0,4.6,28.0,17.08,"Dla dzieci, Dla dzieci w wieku 6+, Dla dzieci w wieku 9+, Dla młodzieży, Dla młodzieży w wieku 12+, Dla młodzieży w wieku 14+",Audiobook,Polski,2023-03-23,Mistrzowie słowa,M,dla dzieci
Ada i Gloria 4: Czy Gloria gryzie?,Birgitte Bregnedal,Wojciech Masiak,4.5,39.0,4.6,28.0,7.0,"Dla dzieci, Dla dzieci w wieku 6+, Książki o zwierzętach i naturze dla dzieci",Audiobook,Polski,2020-03-19,Tom 4 - Gloria,M,dla dzieci
Przygody Alicji w Krainie Czarów,Lewis Carroll,Jacek Kiss,3.8,30.0,3.8,28.0,4.15,"Dla dzieci, Dla dzieci w wieku 9+, Dla młodzieży, Dla młodzieży w wieku 12+",Audiobook,Polski,2018-04-10,Nie dotyczy,M,dla dzieci
Klub Enigma,Agata Romaniuk,Agata Romaniuk,4.5,26.0,4.7,28.0,3.38,"Dla dzieci, Dla dzieci w wieku 9+, Książki przygodowe dla dzieci",Audiobook,Polski,2024-04-24,Nie dotyczy,F,dla dzieci
"Kocha, nie kocha 1 - Ja i Aleksander",Line Kyed Knudsen,Joanna Domańska,3.3,30.0,4.1,28.0,1.77,"Dla młodzieży, Dla młodzieży w wieku 12+, Pierwsza miłość",Audiobook,Polski,2019-05-27,"Tom 1 - Kocha, nie kocha",F,dla młodzieży
Struktura świata,J.T. Greathouse,Mateusz Drozda,3.8,28.0,4.5,28.0,17.4,Fantastyka,Audiobook,Polski,2024-09-20,Tom 3 - Kroniki Olchy,M,fantastyka
Z krwi i ognia. Saga pierwsza: Rozkład i rozkosz,Henryk Tur,Tomasz Sobczak,4.3,28.0,4.5,28.0,11.65,Fantastyka,Audiobook,Polski,2022-02-17,Tom 1 - Z krwi i ognia,M,fantastyka
Biała reduta. Tom 1,Tomasz Kołodziejczak,Jarosław Rabenda,4.5,32.0,4.6,28.0,13.12,Fantastyka,Audiobook,Polski,2021-04-01,Tom 3 - Ostatnia Rzeczpospolita,M,fantastyka
Obrońcy,Franciszek Marek Piątkowski,Wojciech Żołądkowicz,4.8,28.0,4.9,28.0,10.03,Fantastyka,Audiobook,Polski,2024-07-13,Tom 5 - Uniwersum Powiernika,M,fantastyka
Biała Róża,Glen Cook,Robert Jarociński,4.8,28.0,4.9,28.0,11.93,Fantastyka,Audiobook,Polski,2019-02-14,Tom 3 - Czarna Kompania,M,fantastyka
Cham,Eliza Orzeszkowa,Wojciech Masiak,4.2,34.0,4.6,28.0,7.12,Klasyka,Audiobook,Polski,2020-03-19,Nie dotyczy,M,klasyka
Stracone złudzenia. Dwaj poeci.,Honoriusz Balzak,Michał Breitenwald,4.4,29.0,4.6,28.0,6.85,Klasyka,Audiobook,Polski,2018-11-06,Tom 1 - Stracone złudzenia,M,klasyka
Kubuś Fatalista i jego pan,Denis Diderot,Cezary Pazura,4.4,28.0,4.8,28.0,9.72,Klasyka,Audiobook,Polski,2023-04-14,Mistrzowie słowa,M,klasyka
Dom grozy,Kazimierz Korkozowicz,Artur Młyński,4.1,28.0,4.7,28.0,4.62,"Kryminały, Kryminały klasyczne",Audiobook,Polski,2022-11-29,Tom 39 - Kryminał z myszką,M,kryminały
Czyste szaleństwo,Charlaine Harris,Marta Wągrocka,4.2,28.0,4.5,28.0,7.3,"Kryminały, Powieści kryminalne",Audiobook,Polski,2023-01-20,Tom 2 - Lily Bard,F,kryminały
Strzyga,Adrian Ksycki,Filip Kosior,4.5,29.0,5.0,28.0,10.38,"Kryminały, Powieści kryminalne",Audiobook,Polski,2024-09-27,Nie dotyczy,M,kryminały
Rozliczenia,Willow Rose,Ewa Jakubowicz,4.5,30.0,4.7,28.0,6.58,"Kryminały, Powieści kryminalne",Audiobook,Polski,2023-08-21,Tom 3 - Eva Rae Thomas,F,kryminały
Niechciane dusze,Patricia Gibney,Marcin Popczyński,4.6,28.0,4.7,28.0,10.9,"Kryminały, Powieści kryminalne",Audiobook,Polski,2024-09-26,Tom 3 - Lottie Parker,M,kryminały
Niech pan zdejmie rękawiczki,Jerzy Edigey,Ewa Konstanciak,4.1,32.0,4.3,28.0,3.03,"Kryminały, Powieści kryminalne, Kryminały klasyczne",Audiobook,Polski,2022-02-11,Nie dotyczy,F,kryminały
Kamuflaż,Ewa Ostrowska,Maciej Kowalik,4.1,31.0,4.4,28.0,13.93,"Kryminały, Thrillery",Audiobook,Polski,2019-10-26,Nie dotyczy,M,kryminały
Piastowskie Wahadło,Łukasz Malinowski,Artur Ziajkiewicz,4.6,28.0,4.7,28.0,16.77,"Literatura faktu, Historia",Audiobook,Polski,2020-05-15,Nie dotyczy,M,literatura faktu
Dzieci Jagiellonów,Dorota Pająk-Puda,Anna Konieczna,4.6,29.0,4.8,28.0,10.95,"Literatura faktu, Historia",Audiobook,Polski,2024-06-04,Nie dotyczy,F,literatura faktu
W dolinie Narwi. Tom 4. (Nie)pokorna wdowa,Urszula Gajdowska,Rogoza-Biel,4.7,27.0,4.5,28.0,14.87,"Literatura faktu, Historia",Audiobook,Polski,2022-09-14,Tom 4 - W dolinie Narwi,U,literatura faktu
Samotne wyprawy,Beata Pawlikowska,Beata Pawlikowska,4.7,31.0,4.9,28.0,9.53,"Literatura faktu, Hobby i wypoczynek",Audiobook,Polski,2020-09-23,Nie dotyczy,F,literatura faktu
Dobry piesek. Jak wychować niesfornego szczeniaka,Steve Mann,Wojciech Stagenalski,4.9,29.0,4.9,28.0,5.82,"Literatura faktu, Hobby i wypoczynek",Audiobook,Polski,2023-04-06,Nie dotyczy,M,literatura faktu
"Rośliny, które zmieniły świat",Jarosław Molenda,Marta Borucka,4.3,29.0,4.4,28.0,16.23,"Literatura faktu, Podróże, Przyroda i nauka",Audiobook,Polski,2024-04-03,Tajemnice roślin,F,literatura faktu
Zbuduj swój Drugi Mózg,Tiago Forte,Paweł Kumięga,4.4,29.0,4.8,28.0,8.58,"Literatura faktu, Psychologia",Audiobook,Polski,2023-07-07,Nie dotyczy,M,literatura faktu
Ziele na kraterze,Melchior Wańkowicz,Marcin Popczyński,4.7,27.0,4.8,28.0,15.82,"Literatura faktu, Społeczeństwo i kultura",Audiobook,Polski,2018-10-02,Nie dotyczy,M,literatura faktu
Złoty chłopak,John Glatt,Tomasz Sobczak,4.2,30.0,4.6,28.0,9.55,"Literatura faktu, True Crime",Audiobook,Polski,2024-09-18,Nie dotyczy,M,literatura faktu
Morderstwa nad Bałtykiem 4: Doktor Śmierć,Janne Aagaard,Jacek Rozenek,4.8,29.0,4.8,28.0,32.0,"Literatura faktu, True Crime",Audiobook,Polski,2024-09-13,Tom 4 - Morderstwa nad Bałtykiem,M,literatura faktu
Lato leśnych ludzi,Maria Rodziewiczówna,Ilona Chojnowska,4.5,33.0,4.7,28.0,6.42,Powieści,Audiobook,Polski,2021-06-29,Nie dotyczy,F,powieści
Gorący lód,Nora Roberts,Anna Matusiak,4.5,28.0,4.6,28.0,9.62,Powieści,Audiobook,Polski,2024-04-10,Nie dotyczy,F,powieści
Nigdy za ciebie nie wyjdę,Magdalena Krauze,Agnieszka Czekańska,4.8,31.0,4.8,28.0,8.75,Powieści,Audiobook,Polski,2024-05-08,Nie dotyczy,F,powieści
Operacja Whirlwind,James Clavell,Grzegorz Borowski,4.4,30.0,4.6,28.0,51.5,"Powieści, Powieści historyczne",Audiobook,Polski,2023-07-17,Nie dotyczy,M,powieści
Biały kamień,Anna Bolecka,Jan Marczewski,4.6,28.0,4.6,28.0,5.25,"Powieści, Powieści historyczne",Audiobook,Polski,2023-08-28,Nie dotyczy,M,powieści
Lokatorka z Wilfell Hall,Brontë Anne,Karolina Kalina,4.5,28.0,4.6,28.0,17.35,"Powieści, Powieści historyczne, Romans, Romans historyczny",Audiobook,Polski,2024-02-19,Nie dotyczy,F,powieści
Śmierć nad jeziorem,Malwina Arleta Tylewicz,Artur Ziajkiewicz,4.4,28.0,4.6,28.0,8.77,"Powieści, Powieści obyczajowe, Kryminały, Kryminały klasyczne, Powieści detektywistyczne",Audiobook,Polski,2023-07-24,Nie dotyczy,M,powieści
Nie chcę prawdy,Klara Zglińska,Aneta Todorczuk,4.0,31.0,4.2,28.0,11.45,"Powieści, Powieści obyczajowe, Kryminały, Thrillery psychologiczne, Powieści kryminalne, Romans, Romans sensacyjny",Audiobook,Polski,2022-08-18,Nie dotyczy,F,powieści
Hannah,Lucy Wild,Anna Rusiecka,3.5,28.0,4.1,28.0,12.35,"Powieści, Powieści obyczajowe, Powieści współczesne, Romans",Audiobook,Polski,2022-09-09,Nie dotyczy,F,powieści
"To, co ważne",Weronika Żymełka,Agnieszka Baranowska,3.5,28.0,4.1,28.0,5.73,"Powieści, Powieści współczesne, Romans",Audiobook,Polski,2023-02-13,Nie dotyczy,F,powieści
Randka w ciemno,Maja Kotarska,Julia Mika,3.5,36.0,4.4,28.0,5.87,Romans,Audiobook,Polski,2021-11-16,Nie dotyczy,F,romans
"Wszystko, czego pragnę",J . Daniels,Monika Chrzanowska,4.3,41.0,4.7,28.0,8.55,Romans,Audiobook,Polski,2023-08-22,Tom 2 - ALABAMA Summer,F,romans
Thorne Princess,L.J. Shen,Kasia Domalewska,4.3,30.0,4.5,28.0,11.12,Romans,Audiobook,Polski,2024-01-24,Nie dotyczy,F,romans
Wszystko od nowa,Małgorzata Kasprzyk,Dudziak-Klempka,4.4,28.0,4.4,28.0,7.42,Romans,Audiobook,Polski,2022-10-26,Nie dotyczy,U,romans
Widmo grzechu,Anna Szafrańska,Gabriela Jaskuła,4.4,29.0,4.4,28.0,12.6,Romans,Audiobook,Polski,2022-03-23,Nie dotyczy,F,romans
Miłosne wyzwanie,"Małgorzata Falkowska, Ewelina Nawara","Jarosław Rodzaj, Diana Giurow",4.6,30.0,4.6,28.0,3.25,Romans,Audiobook,Polski,2024-06-26,Nie dotyczy,G,romans
Kontrahent 2,Magdalena Pasternak,Izabela Perez,4.6,34.0,4.5,28.0,7.75,Romans,Audiobook,Polski,2024-06-18,Nie dotyczy,F,romans
Cena za miłość,Monika Hołyk Arora,Hanka Tyszkiewicz,4.0,36.0,4.5,28.0,1.68,Romans,Audiobook,Polski,2020-08-03,Nie dotyczy,F,romans
Sezonowa miłość,Gabriela Zapolska,Julia Mika,4.2,28.0,4.1,28.0,16.12,"Romans, Romans historyczny, Klasyka",Audiobook,Polski,2022-04-13,Nie dotyczy,F,romans
Mężczyzna do towarzystwa,Dominika Stec,Iwona Karlicka,3.4,39.0,3.6,28.0,8.38,"Romans, Romans sensacyjny, Rozrywka i humor, Powieści humorystyczne",Audiobook,Polski,2022-11-11,Tom 1 - Miłosne przygody Dominiki,F,romans
Plandemia Covid 19. To dopiero początek,Danuta Mikołajewska,Jacek Dragun,2.8,39.0,4.1,28.0,9.37,Rozwój osobisty,Audiobook,Polski,2021-11-02,Plandemia Covid 19,M,rozwój osobisty
"Normalni psychopaci. Jak ich rozpoznać, jak się przed nimi bronić",Sylwester Kowalski,Bartosz Głogowski,4.8,28.0,4.8,28.0,8.52,Rozwój osobisty,Audiobook,Polski,2024-02-19,Nie dotyczy,M,rozwój osobisty
Okryj światło swojej duszy. Spotkanie z własnym świadomym JA,dr Renata Zarzycka,dr Renata Zarzycka,4.6,30.0,3.5,28.0,1.43,"Rozwój osobisty, Psychologia, Mindfulness i duchowość",Audiobook,Polski,2022-09-15,Tom 2 - Kronika Akaszy Wtajemniczenie,F,rozwój osobisty
Jedenaście minut,Paulo Coelho,Anna Zawiślak,4.3,27.0,4.5,28.0,6.7,brak,Audiobook,,2024-01-02,Nie dotyczy,F,brak
Świąteczna przygoda,Anna Ihrén,Katarzyna Gałązka,4.5,28.0,4.5,28.0,3.22,brak,"Audiobook, E-book",,2022-12-14,Tom 2 - Biuro detektywistyczne Stelli i Johna,F,brak
Ostatni świt. Wściekłe psy,Mieczysław Gorzka,Filip Kosior,4.7,2837.0,4.9,2791.0,11.72,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2023-11-22,Tom 3 - Wściekłe psy,M,kryminały
Mitologia,Jan Parandowski,Wiktor Zborowski,4.3,296.0,4.7,279.0,12.98,"Dla młodzieży, Dla młodzieży w wieku 12+, Dla młodzieży w wieku 14+",Audiobook,Polski,2019-09-01,Nie dotyczy,M,dla młodzieży
Pociąg do Imperium,Maja Wolny,Anna Szymańczyk,4.5,284.0,4.4,279.0,8.27,"Literatura faktu, Społeczeństwo i kultura",Audiobook,Polski,2023-12-06,Nie dotyczy,F,literatura faktu
Był sobie pies,W. Bruce Cameron,Robert Michalak,4.7,288.0,4.8,279.0,8.98,"Powieści, Powieści współczesne, Rozrywka i humor, Powieści humorystyczne",Audiobook,Polski,2017-02-15,Nie dotyczy,M,powieści
Bilet do Szkocji,Alexandra Zöbeli,Maria Seweryn,4.4,317.0,4.4,279.0,12.37,Romans,Audiobook,Polski,2024-03-27,Nie dotyczy,M,romans
Szepty pienińskich ścieżek,Joanna Tekieli,Joanna Domańska,4.6,284.0,4.8,279.0,8.63,Romans,Audiobook,Polski,2022-01-26,Nie dotyczy,F,romans
Legion Nieśmiertelnych. Tom 14. Świat Skraju,B.V. Larson,Roch Siemianowski,4.8,279.0,4.8,279.0,16.5,Sci-fi,Audiobook,Polski,2024-05-29,Tom 14 - Legion Nieśmiertelnych,M,sci-fi
Ptasznik,Marek Stelar,Mateusz Drozda,4.6,297.0,4.7,278.0,8.65,"Kryminały, Powieści kryminalne",Audiobook,Polski,2024-02-28,Nie dotyczy,M,kryminały
Nienawiść,Michał Larek,Grzesław Krzyżanowski,4.6,280.0,4.6,278.0,7.07,"Kryminały, Powieści kryminalne",Audiobook,Polski,2021-10-18,Tom 1 - Komisarz Dalberg,M,kryminały
Zapłata,Simon Kernick,Filip Kosior,4.6,284.0,4.9,278.0,8.32,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2022-12-28,Nie dotyczy,M,kryminały
Zemsta jest słodka,Alek Rogoziński,Marcin Kwaśny,4.6,301.0,4.7,277.0,6.48,"Kryminały, Powieści kryminalne",Audiobook,Polski,2023-02-21,Nie dotyczy,M,kryminały
"Świt, który nie nadejdzie",Remigiusz Mróz,Adam Ferency,4.4,279.0,4.7,277.0,15.53,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2022-03-25,Nie dotyczy,M,kryminały
Kane i Abel,Jeffrey Archer,Dariusz Bilski,4.9,280.0,4.8,277.0,19.62,"Powieści, Kryminały, Thrillery, Kryminały klasyczne, Sagi rodzinne",Audiobook,Polski,2023-10-06,Tom 1 - Przeznaczenie Kane’a i Abla,M,powieści
Części zamienne,Katarzyna Wolwowicz,Filip Kosior,4.7,2770.0,4.9,2763.0,7.55,"Kryminały, Powieści kryminalne, Kryminały klasyczne",Audiobook,Polski,2024-05-15,Tom 6 - Seria kryminalna z komisarz Olgą Balicką,M,kryminały
Zstąpienie Aniołów,Mitchel Scanlon,Krzysztof Polkowski,4.6,273.0,4.7,276.0,11.9,Fantastyka,Audiobook,Polski,2024-02-27,Tom 6 - Herezja Horusa,M,fantastyka
Blizny,Marek Stelar,Adam Bauman,4.6,290.0,4.6,276.0,12.93,"Kryminały, Powieści kryminalne",Audiobook,Polski,2023-06-28,Nie dotyczy,M,kryminały
Nietykalny,Marek Stelar,Mateusz Drozda,4.7,283.0,4.8,276.0,11.97,"Kryminały, Powieści kryminalne",Audiobook,Polski,2023-04-26,Nie dotyczy,M,kryminały
Chirurg,Michał Larek,Kamil Pruban,4.5,303.0,4.8,276.0,7.82,"Kryminały, Thrillery",Audiobook,Polski,2020-04-13,Nie dotyczy,M,kryminały
Dwie twarze. Życie prywatne morderców z Auschwitz,Nina Majewska-Brown,Magdalena Schejbal,4.5,279.0,4.8,276.0,7.32,"Literatura faktu, Historia",Audiobook,Polski,2020-07-08,Nie dotyczy,F,literatura faktu
Wampir z Zagłębia,Przemysław Semczuk,Mateusz Kwiecień,4.3,278.0,4.7,276.0,15.45,"Literatura faktu, True Crime",Audiobook,Polski,2021-03-01,Nie dotyczy,M,literatura faktu
Zimowe Żuławy. Beata,Sylwia Kubik,Domańska,4.7,280.0,4.8,276.0,7.65,Powieści,Audiobook,Polski,2022-11-30,Nie dotyczy,F,powieści
Łąki kwitnące purpurą,Edyta Świętek,Elżbieta Kijowska,4.7,296.0,4.7,276.0,11.35,"Powieści, Powieści współczesne",Audiobook,Polski,2024-04-15,Tom 2 - Spacer Aleją Róż,F,powieści
Blask Chwały (Księga 5 Kręgu Czarnoksiężnika),Morgan Rice,Piotr Bajtlik,4.4,302.0,4.7,276.0,7.78,"Powieści, Sci-fi, Sagi rodzinne",Audiobook,Polski,2020-07-01,Tom 5 - Krąg Czarnoksiężnika,M,powieści
Miłość na własność,Sandra Robins,Agnieszka Postrzygacz,4.7,278.0,4.8,276.0,6.23,Romans,Audiobook,Polski,2022-09-22,Tom 3 - Miłość na sprzedaż,F,romans
Expeditionary Force. Tom 7. Renegaci,Craig Alanson,Wojciech Masiak,4.8,279.0,4.9,276.0,17.5,Sci-fi,Audiobook,Polski,2023-10-25,Tom 7 - Expeditionary Force,M,sci-fi
Odrobina czułości,Margit Sandemo,Sylwia Nowiczewska,4.8,283.0,4.9,275.0,8.55,Fantastyka,Audiobook,Polski,2019-11-15,Tom 43 - Saga o Ludziach Lodu,F,fantastyka
Sztuka kochania,Publiusz Owidiusz,Filip Kosior,4.3,280.0,4.8,275.0,1.12,"Klasyka, Nowele, poezja i dramat, Dramat, Poezja",Audiobook,Polski,2024-07-30,Tom 7 - Prostytucja. Niezwykła historia,M,klasyka
Złe kolory. Zemsta i Partnerzy (11),Robert Ostaszewski,Filip Kosior,4.6,277.0,4.9,275.0,1.6,"Kryminały, Powieści kryminalne, Kryminały klasyczne, Powieści detektywistyczne",Audiobook,Polski,2024-03-25,Tom 11 - Zemsta i Partnerzy,M,kryminały
Emilia Przecinek. Tom 1. Granat poproszę!,Olga Rudnicka,Mirella Rogoza-Biel,4.5,277.0,4.4,275.0,11.87,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2020-05-19,Tom 1 - Emilia Przecinek,F,kryminały
Zemsta i przebaczenie. Tom 1. Narodziny gniewu.,Joanna Jax,Elżbieta Kijowska,4.6,277.0,4.6,275.0,15.17,"Powieści, Powieści historyczne",Audiobook,Polski,2018-02-13,Tom 1 - Zemsta i przebaczenie,F,powieści
Podpalacz,Wojciech Chmielarz,Andrzej Mastalerz,4.5,3116.0,4.7,2746.0,10.63,"Kryminały, Thrillery, Thrillery psychologiczne, Powieści kryminalne",Audiobook,Polski,2018-01-17,Tom 1 - Komisarz Jakub Mortka,M,kryminały
Horda,Krzysztof Haladyn,Andrzej Ferenc,4.5,285.0,4.8,274.0,11.65,Fantastyka,Audiobook,Polski,2021-12-03,Nie dotyczy,M,fantastyka
Wybór,Piotr Kościelny,Grzesław Krzyżanowski,4.6,292.0,4.7,274.0,15.0,"Kryminały, Thrillery",Audiobook,Polski,2021-04-21,Nie dotyczy,M,kryminały
Z chirurgiczną precyzją,Błażej Przygodzki,Maciej Kowalik,4.4,281.0,4.6,274.0,7.2,"Kryminały, Thrillery, Powieści kryminalne",Audiobook,Polski,2021-03-29,Tom 1 - Komisarz Niedźwiedzki,M,kryminały
Trzej Muszkieterowie część 1,Aleksander Dumas,Maciej Kowalik,4.5,274.0,4.7,274.0,9.67,"Powieści, Powieści historyczne, Kryminały",Audiobook,Polski,2021-07-21,Tom 1 - Trzej Muszkieterowie,M,powieści
Idiota,Fiodor Dostojewski,Elżbieta Kijowska,4.2,282.0,4.4,273.0,30.15,Klasyka,Audiobook,Polski,2021-01-26,Nie dotyczy,F,klasyka
Milczenie,Marek Stelar,Adam Bauman,4.6,294.0,4.6,273.0,9.87,"Kryminały, Powieści kryminalne",Audiobook,Polski,2023-09-27,Nie dotyczy,M,kryminały
Szarość miejskich mgieł,Edyta Świętek,Elżbieta Kijowska,4.7,284.0,4.8,273.0,14.42,"Powieści, Powieści współczesne",Audiobook,Polski,2024-04-15,Tom 4 - Spacer Aleją Róż,F,powieści
Narzeczona nazisty,Barbara Wysoczańska,Grażyna Wolszczak,4.7,3037.0,4.7,2726.0,18.5,"Romans, Romans historyczny",Audiobook,Polski,2021-06-30,Nie dotyczy,F,romans
Dłoń Króla Słońca,J.T. Greathouse,Mateusz Drozda,3.8,285.0,4.6,272.0,13.63,Fantastyka,Audiobook,Polski,2022-08-10,Tom 1 - Kroniki Olchy,M,fantastyka
Idź i czekaj mrozów,Marta Krajewska,Wojciech Masiak,4.7,285.0,4.8,272.0,12.87,Fantastyka,Audiobook,Polski,2020-11-01,Tom 1 - Wilcza dolina,M,fantastyka
Przedwiośnie,Stefan Żeromski,Krzysztof Plewako-Szczerbiński,3.7,275.0,4.5,272.0,12.53,Klasyka,Audiobook,Polski,2021-01-12,Nie dotyczy,M,klasyka
Moja rodzina na piętrze. Sekrety domu na Chłodnej,Magda Louis,Elżbieta Kijowska,4.7,298.0,4.8,272.0,14.05,Powieści,Audiobook,Polski,2024-09-05,Tom 2 - Moja rodzina na piętrze,F,powieści
Dzikowy skarb,Karol Bunsch,Marcin Popczyński,4.8,274.0,4.9,272.0,21.25,"Powieści, Powieści historyczne",Audiobook,Polski,2018-02-15,Tom 1 - Powieści Piastowskie,M,powieści
Drzewa szumiące nadzieją,Edyta Świętek,Elżbieta Kijowska,4.7,289.0,4.8,272.0,14.45,"Powieści, Powieści współczesne",Audiobook,Polski,2024-04-15,Tom 3 - Spacer Aleją Róż,F,powieści
Perfekcyjna śmierć,Helen Fields,Mariusz Bonaszewski,4.6,2940.0,4.8,2713.0,14.97,"Kryminały, Powieści kryminalne",Audiobook,Polski,2023-02-28,Tom 3 - Inspektor Callanach,M,kryminały
Ślad wody,Magdalena Zawadzka-Sołtysek,Wojciech Żołądkowicz,4.5,284.0,4.7,271.0,1.33,Fantastyka,Audiobook,Polski,2020-06-01,Tom 1 - Ślady Leszego,M,fantastyka
